	Taxon	Confidence
0a8ce25bf8d63d32b23f55958e814d82	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Tubulicrinaceae;g__Tubulicrinis;s__Tubulicrinis_subulatus	0.999999998438881
0a8cf128b94ac448ea87591937a85c5e	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.961945791915332
0a94fd5097d6a48b28cb626d68a7949c	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.942157090040448
0a986dd642ecb4030ccddf801b2e0504	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified	0.84337384179749
0a9b8376ce56ec47ffc9e9e45eb8300c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans	0.997791883256975
0aa015c07217d96dc4fb2012e65e61ec	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__unidentified;s__unidentified	0.902127298953892
0aa708d0fbb4391afd5c2e5724b7041f	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria_bassiana	0.866288725659785
0aa9daeedf3d8a75922757e9cef13d1b	k__Fungi;p__Ascomycota;c__Leotiomycetes	0.828926485501549
0ab4e48a7e7c2f7bc2fab8a45e773a1c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__unidentified	0.998719629258132
0ad047f44c6700dc809c27ba98c8cb0a	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.99887976125281
0ad1481c5e9ecc616a86dcc6328c2690	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__Sistotrema_eximum	0.95407275701096
0adc869e1a7855dc735e876b3f6b99e9	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria;s__unidentified	0.828517152989662
0ade48a97bd34c7147bf1a9e75869c1c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Rachicladosporium;s__unidentified	0.84218469756521
0ae243f96a74201c42208507f47857ee	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Basidiodendron	0.724422279712136
0ae664c0f4ffba910adce3678fb9979d	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Powellomycetaceae;g__unidentified;s__unidentified	0.935131399553444
0aebe770cb38cbda613e79613b6f885c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum	0.738636208022325
0aedfa2546004fa6b897d852602a1630	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__unidentified	0.803414974302674
0afd0fa69b436a96ee68c22dc8183994	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Melampsoraceae;g__Melampsora;s__Melampsora_populnea	0.990233495662224
0afeb8e70acdb25edff596272bb60955	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__Peziza_fimeti	0.962522620556375
0aff08e7a9ccd29db7dead2ea74204e9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Pseudostrickeria;s__Pseudostrickeria_rosae	0.999901338408308
0aff0fa8172e2e7ec9ac505c0bc95af9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Dinemasporium	0.998374491783091
0b0524f0a026fb7a949f17238146ace0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae	0.999997289085196
0b0920a2224868fb06a1e6bf49e1b0e4	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.977567313485957
0b09ea3c175b0e1b91862aec0d7ce7da	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Hypogymnia	0.982530068532275
0b0aeb2a36d98e738419847ff49dae07	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Pestalotiopsis;s__Pestalotiopsis_vismiae	0.708919638302058
0b0bfa356b63301fcbb546bc093546e1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Oleoguttula;s__Oleoguttula_mirabilis	0.848185389587451
0b0d2c39e45a1bc4eec059dcd5545c63	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.948685474833808
0b0fac7eca90873c2d5736d65cb1d32e	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.975360716482101
0b15253a2970dec480ec53bb1dd732b1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.9977354187912
0b1bb108c6d82bbc33d7c1e36664c4e6	k__Fungi;p__Ascomycota	0.972330483618746
0b1d151c43021093357c36c1b8ba578d	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides	0.984932439051635
0b28e4065d6d2c1421ce6ed60cb6c86c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Peniophorella;s__Peniophorella_pallida	0.999875622914138
0b2a4b9f2967598fe1c3f68b2a463678	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__Coprinopsis_friesii	0.89933338732886
0b30d6dea5b59c5e6377ce5e7f9499f9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum	0.88748120856426
0b34170cd0974245421bb7b96881c3d2	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Donadinia;s__Donadinia_nigrella	0.999950422225289
0b35b9fda007bdc7e94b7f551c3d93ce	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides	0.971835752585118
0b41f2c6dac7f7e6ec46a5b965fbcfd5	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_xanthothrix	0.999661458635149
0b4df43c5eec4c2a3dff421aa05dcd8b	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_prona	0.75369425996586
0b578c9778bfa27ade9b65f941e6b185	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum	0.847438376252819
0b69a207aab3c9d159b848ba0f8d8764	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia	0.948844550140331
0b6a27b15501c1f4d283dfdc787576ec	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae	0.95032342296904
0b724aff70b5f6f49bb79cc2aec8dc81	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudodidymella;s__Pseudodidymella_minima	0.70788309349265
0b7619192b803728f8964212a69b980d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__unidentified;g__unidentified;s__unidentified	0.999482070862836
0b7ecb9d382fd056b42c1d2847b5acd8	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	0.877309106891024
0b80589b3a7dbe07f3e715030c870355	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__Peniophora_pseudopini	0.999923353703403
0b8246e61d00c462e17e9befcdbea070	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__unidentified	0.761079524260283
0b844a4188f4e88d2fdb03eb6077be26	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__unidentified;s__unidentified	0.725239880505283
0b87cf814c10fb6a0970a3f9def0fe7d	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	0.971237319921305
0b8ac224ffd56a48bf1f7b7d61c3e1d5	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Gonatophragmium;s__unidentified	0.909505317081504
0b8b85481ec99f9b7215b6ac9ebc7b7c	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Cronartiaceae;g__unidentified;s__unidentified	0.705477173463359
0b8c6f76d04454f0a455f387222a7a0f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae	0.955237357283345
0b924ecc62f4b27a79b1743d80d48314	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_lunariae	0.996250510303193
0ba4f9c046f36c2b420098899cc3e0c6	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnellula;s__Lachnellula_calyciformis	0.998675117357497
0ba56a6469d9fefdd58285332fd9d0c2	k__Fungi;p__Ascomycota	0.949457181605809
0ba9eb90abe0c6ff7f4ed4be3ebe2c80	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae	0.999885798346531
0bb02f10df5704049e46f74c2995840a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae	0.99996592991676
0bb21175f9fdd3c9568fe2274e52af28	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Battarrea;s__unidentified	0.999999948286786
0bb37fbae97fff80ffa086b7704e32b4	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.99800292078119
0bbf92b5c08504486dd898486708483d	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Cryptostroma;s__Cryptostroma_corticale	0.805811148570546
0bc3d19a5940f0f27a87dfc172b1911a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__Xylaria_arbuscula	0.982805154664537
0bcc4a699ddfdcf1ed3e1b1132f92519	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;s__Hyphodontia_subalutacea	0.987314811784332
0bd3272e7364737005d76fbe520a8a8c	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Eutypa;s__Eutypa_tetragona	0.985870955930384
0bdd58dc720caf272d9d70ee00fc12a3	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Donadinia;s__Donadinia_nigrella	0.999986946847954
0be1e4689170aeb394ba1fa05097d415	k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Lichinaceae;g__Phylliscum	0.975348031441213
0beb401498714d281d74c764451a4fea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Metulodontia;s__Metulodontia_nivea	0.999999604342428
0becfd0718acf1698a13ad8702e1ec2e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia	0.999566959802968
0bef20734853059b33c575446e4be7d7	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis	0.872116558143935
0bf2daaf2f1387417dfaff811bc2b801	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Amphosoma;s__Amphosoma_persooniae	0.997809388773712
0bf4f9db54bad69613a653c63a8d32b1	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Discinaceae;g__Gyromitra;s__Gyromitra_leucoxantha	0.943920240718606
0bfe3d6114c3442b0a357cf6fa4c9957	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium;s__Botryobasidium_intertextum	0.997617232278073
0c090fc2c7d9b516d020eeee9e4ea665	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fuscoporia;s__Fuscoporia_ferrea	0.998887430432803
0c0de738e9ec4c9b0e67d7ec880adc89	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	0.821857501791146
0c24a8a3b5258d27c7df7cf105b319aa	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia	0.738890868503513
0c2bb678495719b83112fff5b0dc9444	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__unidentified	0.751963555486853
0c3b5924ce55cddb8a3f5c75f9c2f17c	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces;s__Golovinomyces_sp	0.935536150472662
0c42a5a75137c62cb03c45dd468ebfc3	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladoriella;s__Cladoriella_kinglakensis	0.753684554459101
0c4c0d5602fb4c9747f9db17b0bf9962	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.999999999963466
0c4d1951fe88951ca1f5153318bdf575	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia	0.781659156426292
0c5979fa10d4612e6616181d1adb09df	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Subulicystidium;s__unidentified	0.999117510244392
0c59e069898a3124f0649ea9f907b8c6	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	0.999999933847021
0c5d6fe1305541bb80f528c266845f0e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Constantinomyces;s__Constantinomyces_minimus	0.885326185269746
0c8516a63b2369efdf1efcb31e4549b0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis	0.832819077425714
0c97a5969d794b5a1111d60639c48f21	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_punctiformis	0.992241211666872
0ca5b1b3ded2f6ba0bdde7c044cab3c4	k__Fungi;p__Ascomycota	0.960361268654742
0ca620d237115b98a20d078b941d0cc2	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Cronartiaceae;g__unidentified;s__unidentified	0.952636071776102
0ca9c9d2d5146f234369525e3c15e86c	k__Fungi;p__Ascomycota	0.958626234238952
0caf7173a6c8266dd6e5247d3d17477e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.999251898861044
0cb245403909b45fb62f67904846427c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Verrucocladosporium;s__Verrucocladosporium_dirinae	0.990550100758391
0cb4234ab3a66febe8e991a9842d760a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Coprinus;s__Coprinus_comatus	0.999999897695607
0cb517c1b352c826f4f9c07f47d8c8c7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.791057688454611
0cb6db64a7d6a7ab72474cdd596cc0b7	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.996832387230465
0cb704b0b2d43fabf89b0e9775e38cdb	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified	0.915425275735683
0cb848f2582147de49742b934c84c4d9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__unidentified;s__unidentified	0.934513233003586
0cbe0fc8ef7719ae49b9ceeefa1c9f09	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__unidentified	0.999408540116905
0cc2077af5efbabbe1501fc159397ceb	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.955818281063705
0ccefbb8779fc1d2e0957f5b5f08ad80	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae	0.99999969387654
0ccf4c9d582f477897b67c5faa3a5c40	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae	0.999999949075149
0cd52440ea29d4a5a42bda180b9b071e	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Hormonema;s__Hormonema_macrosporum	0.729216933460459
0cdd8d28b0e9aa002cdace0fb552624f	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.998898593242456
0ce56df4111e46d362f262ef2683d252	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified;s__unidentified	0.989020856521996
0ce962233cd75c38630211755f3d52a4	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__unidentified	0.989464465813899
0cf11443fc8c3291ed56b267a1be1ba0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales	0.80064050794375
0cf633ea39a8ceffea7e27bcf0d80adb	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Oedocephalum;s__unidentified	0.999388776773218
0cfcaf37b3afc6fb382e57ebf2dd86b9	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__unidentified	0.92955912941604
0d109b964debfa89205671ecd8a76bf7	k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.938458827470234
0d1210f72c2a5c5076a5252eba071a4a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Erastia;s__Erastia_ochraceolateritia	0.999995641965373
0d1b6d64ea8d4ab84affec99a6ce9d99	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.997983529115805
0d1f7910e4f5bc325cac2b01f1e744bc	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Podosphaera;s__Podosphaera_sp	0.767393892672123
0d255fce4aa8e524bf5980521c2cc5ed	k__Fungi;p__Ascomycota	0.999999837012649
0d2b4edc5c373b437620fe9cc645aa26	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae	0.999999946082641
0d2d140d180c87e0cbcc7bcf0d8167b1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Trichaptum;s__Trichaptum_laricinum	0.999999998333891
0d2f2dac6d7f7285da2ccb593715e220	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;s__unidentified	0.818566701473314
0d2f49b0e26780acb7965b85cd724f8f	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides	0.982673683819472
0d347e01dcbc129e092b32b865e8948a	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora	0.741395741096811
0d3dc6bff5ff9e1918d654af9f3e0390	k__Fungi;p__Ascomycota	0.978448783507227
0d40aecf1c9daf14f0ebca21aae84c73	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_invisitata	0.871435454425277
0d4257d5a1566572435716b303ea0e0a	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Fusariella;s__unidentified	0.992252588755465
0d45216307698f321bdb7d06da6de584	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Kuehneromyces	0.994614088148432
0d4c5180c81837063d75d0b16480b4d4	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia;s__Athelia_decipiens	0.988425911740346
0d5a4c15b7a7e7bc57c682e82fc7f9ff	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Remleria;s__Remleria_tetraspora	0.997200953132566
0d5ab9cf157d501d343c54408b9e6353	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Plenodomus;s__Plenodomus_biglobosus	0.940269652412221
0d665b87ed464bc79eefad20949c2a8c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_silvae-nigrae	0.839435893692224
0d67565ad26f3e3910b659a1f68b3875	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_fristingensis	0.999874136270581
0d6e35e30c40a8f6333084eaab1804de	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia_recondita	0.990549579887134
0d722a07c27e9c486d88a277754a6737	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris	0.998445173351926
0d72a7d7ea3f5d00b778fadab79a64fe	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea	0.994327389504004
0d85cf5ba6c518844179fa5a07fd5057	k__Fungi;p__Ascomycota	0.933661166975658
0d89fe6504386980e50c59a7ba878318	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	0.792213424695412
0d900d85d5235743d2de2408ca42472c	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_uliginicola	0.997598820840604
0d9011e9f206585619a08c0c3437ca0a	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__unidentified;s__unidentified	0.972078248427993
0d92242a3fb9774f768b3b8667d4244d	k__Fungi;p__Ascomycota	0.971954084032986
0da96a22fdb20dc27eaa69a89b4a0400	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis;s__Botrytis_caroliniana	0.703764992099132
0daffe09f9735751bdbe6b8c8374a4ac	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Gremmenia;s__Gremmenia_infestans	0.97470233855804
0dbfc221657bb3f25861a5c5cc277776	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Mollisina;s__unidentified	0.961438173515309
0dc1015fd53b638e785fe9caf6b500f1	k__Fungi;p__Ascomycota	0.964586614894364
0dc1d3a88afd4d683c9bcd26f7ddde1d	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Fomitopsis	0.765809147436723
0dc92a8a00e57bb90841c603d2d770e5	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__unidentified;g__unidentified;s__unidentified	0.788915941852038
0dca0b259d23f91bfecf4ae4548070a2	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Tubulicrinaceae;g__Tubulicrinis;s__Tubulicrinis_glebulosus	0.892099935046123
0dda60291300c0e9f03fe84eff7a7b0a	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Coleosporiaceae;g__Chrysomyxa	0.799835202248175
0de8a82fa6b199365d9323447996baf2	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae	0.925328316171147
0de9367a1c92fd8bed795404effe60ea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__Hymenochaete_fuliginosa	0.999780041959152
0df543e6dbebba5dfc4502a54dae0a0c	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_oregonensis	0.989052084152538
0dfe4ce6416f95e2d8da200729e5d5be	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Retiarius;s__unidentified	0.717645122859031
0dff314d59f27f660d3d82aa6275bba9	k__Fungi;p__Ascomycota	0.893040031492903
0e074bdd12b799c75a8c4386c0a39c84	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales	0.999647126314881
0e122803052d526b52ec79b55af58cc3	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Gnomoniopsis;s__Gnomoniopsis_macounii	0.925247924883996
0e1804b96644d13c13cf5ddcc0db2e07	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__unidentified	0.730723104908081
0e1830aa539e6ef84010733985c55b98	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides	0.953998822549436
0e1c3f28af318c31d72641610eef8409	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;s__Hyphodontia_arguta	0.994212084605548
0e1e51a711b01db9ae4f12786c3a55b9	k__Fungi;p__Ascomycota	0.897525215661963
0e1e9b7ebb3468c8927c846618ca4ef0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia	0.938874178767605
0e24e7ccce8faf82655fa595056c9687	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae	0.99973604257179
0e295ff0358f3d73f3c21fd038fe71c2	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_chlamydosporum	0.999687496879538
0e2e0f84d65fb9b960b43cab2d145a83	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__unidentified	0.794212733367501
0e34124cad37fbf15e4d4ba65ac4564f	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.998828580216301
